arzt_id;stadt;fachrichtung;fachgruppe;bundesland;flaeche_km2;einwohner;anzahl_bewertungen;durchschnittsbewertung
11159051;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;100;1.41
11160490;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;100;1.83
11161351;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;1.0
11161949;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;22;1.68
11162546;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;3;1.16
11173729;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;55;1.55
11182799;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;6;2.46
11183638;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;50;2.08
11185819;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;17;1.64
11186703;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;10;2.43
11186705;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;1.5
11187860;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;11;1.81
11192500;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;17;1.63
11192512;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;24;1.71
11192523;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;49;2.13
11192542;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;27;1.84
11194394;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;29;1.7
11207265;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;4;1.75
11207371;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;36;1.36
11208910;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;11;2.54
11210818;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;60;1.47
11213035;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;1.0
11213324;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;3;1.33
11220578;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;6;1.09
11226155;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;5;1.34
11230709;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;57;1.43
11230711;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;9;2.15
11230712;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;8;1.42
11235144;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;42;1.27
11238814;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;45;1.84
11244032;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;61;2.19
11252123;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;22;1.82
11252143;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;16;1.66
11252145;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;1.5
11291194;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;4;1.62
11297319;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;16;1.25
11310434;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;1.04
11310443;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;1.4
11310464;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;100;1.3
11310478;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;1.11
11311382;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;3;1.7
11339663;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;8;2.25
11341580;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;11;2.29
11352675;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;38;1.46
11360297;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;1.14
11366383;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;1.29
11366780;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;1.24
11367223;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;7;2.35
11377166;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;2.7
11388030;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;6;1.22
11400735;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;1.78
11401430;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;3;1.2
11405852;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;68;1.47
11420914;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;80;1.28
11421402;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;26;2.53
11423683;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;26;1.57
11442542;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;1.62
11446559;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;6;1.24
11448993;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;12;1.42
11461213;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;1.83
11465710;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;2.06
11488053;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;9;1.96
11491194;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;3.41
11496771;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;3;1.4
11519158;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;23;3.84
11519773;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;1.0
11529084;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;8;1.15
11546113;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;55;1.39
11552803;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;6;1.14
11605419;Berlin;Hals- Nasen- Ohrenarzt;Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;1.0
10001158;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;96;1.21
10005097;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;35;3.34
10010820;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;24;3.25
10010823;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;26;2.26
10010824;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;8;3.07
10014889;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;40;3.08
10014890;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;22;2.52
10017264;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;22;3.0
10022239;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;63;1.57
10022240;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;31;1.97
10022297;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;18;1.79
10022485;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;46;2.66
10023154;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;38;3.19
10025439;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;12;2.76
10031057;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;70;1.71
10031059;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;38;2.39
10033014;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;51;2.15
10034692;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;10;1.98
10034693;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;8;2.4
10038502;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;18;4.21
10040429;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;52;2.34
10052910;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;15;2.7
10053655;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;53;2.12
10055608;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;7;2.54
10058752;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;30;3.58
10059472;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;28;3.0
10059474;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;12;2.45
10059475;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;28;1.28
10059476;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;23;3.08
10059742;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;20;1.57
10059743;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;32;2.18
10059745;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;52;1.11
10060186;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;9;3.17
10060187;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;19;2.65
10060192;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;99;2.18
10060193;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;3.71
10064668;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;26;3.03
10077980;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;8;3.1
10077981;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;17;3.27
10079157;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;21;2.39
10081792;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;24;2.47
10082445;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;24;2.21
10082446;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;27;2.7
10082448;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;9;1.94
10083097;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;34;3.8
10084982;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;42;2.61
10084983;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;18;3.15
10085045;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;65;2.99
10085177;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;37;3.17
10085178;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;6;2.71
10085410;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;81;1.5
10089372;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;11;1.26
10089663;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;3;1.17
10091451;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;99;2.16
10091452;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;57;1.69
10091611;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;13;3.11
10092147;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;100;1.58
10092149;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;21;2.09
10092394;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;30;2.51
10092395;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;16;2.7
10092949;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;63;1.79
10092950;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;44;3.35
10092951;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;33;2.62
10093365;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;46;2.04
10094254;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;25;3.05
10096083;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;28;2.65
10096084;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;18;2.99
10103853;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;13;2.19
10115140;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;34;1.7
10119605;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;16;2.67
10119606;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;100;2.33
10120135;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;29;2.0
10120136;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;16;1.8
10120651;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;30;2.31
10120652;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;100;1.66
10120859;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;33;2.03
10120860;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;84;2.32
10120861;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;100;1.95
10126751;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;23;1.48
10147057;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;99;1.15
10147063;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;72;3.31
10152525;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;30;2.21
10241480;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;23;3.49
10244191;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;21;2.39
10244489;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;33;2.97
10245150;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;42;2.69
10248793;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;1.0
10255217;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;18;3.06
10267521;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;43;3.41
10273668;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;54;2.74
10279416;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;47;2.11
10283376;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;12;1.66
10288645;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;54;1.98
10290087;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;28;2.12
10293636;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;95;1.46
10293922;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;27;3.65
10294495;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;44;3.68
10315726;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;15;3.76
10316438;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;51;2.28
10317304;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;29;2.95
10317742;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;32;3.53
10326251;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;23;2.16
10326794;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;20;1.45
10327301;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;31;3.28
10327422;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;51;1.94
10330716;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;28;2.3
10333694;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;23;2.56
10334662;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;31;3.24
10335351;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;10;1.18
10336136;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;14;1.87
10336461;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;4.14
10338601;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;59;3.05
10338953;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;71;2.82
10339511;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;82;1.88
10340019;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;24;2.09
10352168;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;28;1.8
10355717;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;11;1.89
10361628;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;101;1.8
10363680;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;30;1.66
10364050;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;24;2.9
10365912;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;17;2.59
10386038;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;76;3.93
10389168;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;100;1.8
10389569;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;59;2.04
10390952;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;27;2.17
10391425;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;18;1.55
10396482;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;21;2.92
10403168;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;4;1.44
10411579;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;27;2.47
10412635;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;82;3.13
10414173;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;27;4.05
10414727;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;14;3.05
10416156;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;43;2.05
10416275;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;6;1.88
10416359;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;25;1.94
10416865;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;52;3.41
10426413;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;25;1.94
10426778;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;3;1.26
10436277;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;18;3.23
10436536;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;30;1.37
11003043;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;66;2.67
11005428;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;59;1.96
11005908;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;101;1.29
11007885;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;7;2.43
11008083;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;13;2.42
11008356;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;54;2.26
11008413;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;1;4.22
11012414;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;37;3.43
11015352;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;52;3.99
11016959;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;4.29
11024138;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;41;2.5
11027884;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;22;2.81
11029071;Berlin;Hautarzt (Dermatologe);Augen-, HNO- & Hautärzte;Berlin;891.12;3685265.0;2;3.75
